,sample,cg00082912,cg00084338,cg00106345,cg00155310,cg00157199,cg00164949,cg00334063,cg00423153,cg00428457,cg00440032,cg00456343,cg00494919,cg00513941,cg00582971,cg00655552,cg00768487,cg00839579,cg00921266,cg00927554,cg01109574,cg01140660,cg01227537,cg01246520,cg01268824,cg01288184,cg01414268,cg01518607,cg01561304,cg01594538,cg01610165,cg01696784,cg01738022,cg01749491,cg01754525,cg01760475,cg01824466,cg01899542,cg01925738,cg01996567,cg02004851,cg02048922,cg02085507,cg02119792,cg02152985,cg02159489,cg02245004,cg02246055,cg02280532,cg02519751,cg02539153,cg02571816,cg02637318,cg02639181,cg02657401,cg02710296,cg02722596,cg02772121,cg02837536,cg02872767,cg02886375,cg03036557,cg03044249,cg03063639,cg03070236,cg03081173,cg03120555,cg03126579,cg03140412,cg03161803,cg03163459,cg03184290,cg03188948,cg03289872,cg03306374,cg03315407,cg03389653,cg03475293,cg03480346,cg03486986,cg03502002,cg03532926,cg03544320,cg03592218,cg03730533,cg03738384,cg03738707,cg03748376,cg03753331,cg03819134,cg03854238,cg03900143,cg03953626,cg04088969,cg04118610,cg04122815,cg04140663,cg04178787,cg04227961,cg04336379,cg04387835,cg04428071,cg04583813,cg04599026,cg04657146,cg04742780,cg04974062,cg05003554,cg05016408,cg05084668,cg05183931,cg05211768,cg05301470,cg05344495,cg05528899,cg05732750,cg05735180,cg05743713,cg05835105,cg05864326,cg05890377,cg05920961,cg05933904,cg05962092,cg06051311,cg06206801,cg06211550,cg06315390,cg06351537,cg06358671
0,tcga.3c.aaau,0.1602183521223458,0.13723048004956712,0.13978463080399725,0.1202790285380848,0.11850629816931152,0.1871594295495094,0.1515165797697154,0.17276472751365254,0.13819799900415777,0.1272389881586575,0.13237183511589898,0.18611495500569292,0.18656381224951116,0.184104468045544,0.12957668119129617,0.11785969899298834,0.12829235003647455,0.10980367063761895,0.17936912034391508,0.1207931118314427,0.1022700803612023,0.17346845324933735,0.17447187781263865,0.10930504129243887,0.16240048097867815,0.13053941299792088,0.13847575328806605,0.13570269911451863,0.2025277037585012,0.16383608529465038,0.19148097513803178,0.12580210198157482,0.12232502623851842,0.12179393207664732,0.1930845297111086,0.2027633652452252,0.11733646252106841,0.10987971991074041,0.14748975980399812,0.14436284701325525,0.13789327253108546,0.15628592317289897,0.1596861277799902,0.11955253163733051,0.16123567030388153,0.12674856309268082,0.12723808421049695,0.19418219319359187,0.11269629867324726,0.134373962108379,0.1877091370884156,0.14027204656489242,0.12254933869752918,0.12429127136556424,0.17326498690924141,0.14011465669171058,0.14846128384564544,0.1296289758162105,0.10913639668648453,0.11913439036613377,0.14014864800492363,0.14749648823505976,0.1387233432673957,0.12153288532538786,0.10327177036927591,0.1806531842322381,0.19013498626020062,0.18309611006828086,0.17584815953714686,0.11852573553300565,0.18363496671984195,0.18113895952535128,0.17551718038365255,0.16516098090285258,0.1251301341391668,0.1307530523527759,0.12743090158045495,0.10307115524329188,0.12482892168444307,0.17437646474213198,0.11083315837392509,0.1085017003637754,0.12151798656652901,0.1361181914001811,0.1127863084788831,0.16465809075404395,0.11897351080686973,0.1340876881459844,0.14249763920407274,0.20242779998741844,0.16361633903464395,0.1848364214787314,0.20181490808443148,0.1688719283046832,0.16374211168063313,0.1270799247348033,0.16084479895498494,0.12261383232460708,0.1321694085864514,0.16153994668998972,0.11900164236803426,0.13495486562992182,0.14948343680894913,0.2070096412672075,0.15962107029292266,0.18375007027893217,0.0984307481526426,0.131424577313415,0.16447825237152486,0.13009408735060154,0.136625385801669,0.18540559377247606,0.1794286088948066,0.13721895940475642,0.18034319347137276,0.15254636006540012,0.1581416667451927,0.14334403318820918,0.18273148709807735,0.1644376245216947,0.14516223174189408,0.13198317513260055,0.15585753991314327,0.1866041604543248,0.1880571297904047,0.18077881383321337,0.18621645433951373,0.11561865769216662,0.17767458258597732
1,tcga.3c.aali,0.11879062437071415,0.19012358234003535,0.15064868925535954,0.12172416211026607,0.12375342019392183,0.16680231304163753,0.13134307338204326,0.11490246275593638,0.1397452063477451,0.1946008013477538,0.17937853091468908,0.15557664089312556,0.19596324043771135,0.11765371384487207,0.1186429713388972,0.1812230024676387,0.10736842866392551,0.13200099899472323,0.17936912034391508,0.12428292788309925,0.13184844210712335,0.1563788537580516,0.17447187781263865,0.11541463427115765,0.1740555479568639,0.12947866395069899,0.14116596316830002,0.11702689057663163,0.1895916017629754,0.15366338675297003,0.193726942627663,0.1321478888903837,0.1165477551452854,0.124800381782187,0.11585345588487317,0.15430877138828153,0.18276506169111187,0.16053930025213722,0.11426676217450801,0.14436284701325525,0.13401235883508864,0.1163241359433719,0.1797306423464647,0.11956369280044436,0.17130473838646046,0.20139889866235566,0.19271271963938297,0.1400552813253688,0.10965549267832296,0.12543505395180507,0.18878531965716588,0.20975999400165277,0.19455638228103572,0.12763000716988349,0.17535670870708647,0.1786843690633558,0.13949958059492454,0.13824983317449813,0.1400698535425487,0.11116591071341816,0.16916812548375595,0.1497287760288071,0.1374492995473306,0.1486976665122483,0.17078164344777777,0.16698005520322423,0.1404079908751311,0.1736005900975022,0.1739779479106063,0.1290595951511677,0.1094075439926813,0.12634261978657244,0.14052135227625753,0.16733810081821052,0.19061417023806615,0.17133266947366893,0.14360591837664435,0.18632333842528923,0.12948864610849858,0.12795054927406216,0.10133409766681803,0.17538211451407232,0.10587021445192657,0.1795892362178173,0.1848627897226164,0.17148953980215675,0.1370873142294173,0.13536415240203,0.18836472467949844,0.1744282723812518,0.11307825718342598,0.1795789896293635,0.1291954664706234,0.12985976013844103,0.12284662749171872,0.1231507866890243,0.17938886637800983,0.19070114868825283,0.14165016690581478,0.17991951717752117,0.11900164236803426,0.1429311182690993,0.12795883446378642,0.12490453280775685,0.1318447962608197,0.18375007027893217,0.12071897770949117,0.10196601710681936,0.11330665887561209,0.1703542137889401,0.2152991923877819,0.10750925793145591,0.12290676712986684,0.14668066913191483,0.18071975427698922,0.17585731821811623,0.1401523078158066,0.10439004922140843,0.1536728108223198,0.13076526978551595,0.21522032582867692,0.13183698098977464,0.10625792450052708,0.15905360589970965,0.14342817453799847,0.16532580869468103,0.18061660817468755,0.12238232979308322,0.18409251892635817
2,tcga.3c.aalj,0.1602183521223458,0.1841815440838197,0.17257077281938854,0.16045078144468183,0.13148797785783659,0.16581237749119238,0.17801697115798626,0.11900459903598701,0.14592760983270836,0.13453330390007937,0.18427720098663805,0.186214749385952,0.19382260410300298,0.17982803307993056,0.13163825312487626,0.18940578884842105,0.1776302228843781,0.1718085649735744,0.18694842605873674,0.14115172387028133,0.11298684135066828,0.17346845324933735,0.17144092948109282,0.14923862500800747,0.1692458775903105,0.12745896245997504,0.15634365733912264,0.1402902707835056,0.18902038818788305,0.15449157167867628,0.17048109344773416,0.1702911480747223,0.1747984638018779,0.12179393207664732,0.17579728563164493,0.20238418300960465,0.1535729601375695,0.14920398533429974,0.15684861108546838,0.14436284701325525,0.15936799050092432,0.12289199416138474,0.17806658277930568,0.12099689751514212,0.1714423996036222,0.18652080502488885,0.13160889038393628,0.18904996408824903,0.1540604236014601,0.18390153127382886,0.14346608227185167,0.20461008709541006,0.1948554820294669,0.1299079367519314,0.1717104636513921,0.12716286755765682,0.15895226279089605,0.13974859690411556,0.10913639668648453,0.12262716461988199,0.1364091552255638,0.12592325575854363,0.20352002777537845,0.1749038443384624,0.13722354579472645,0.17457704139226363,0.16691241593977432,0.16867399639656053,0.17584815953714686,0.16189730793926643,0.16357207083254696,0.16705401701977377,0.20191824835527916,0.15934321194294745,0.18529340445362757,0.1307463430840343,0.2153955028270769,0.18250101064724555,0.13110456018915975,0.17123271208755847,0.1489910865590816,0.15957325084585341,0.11212281905579294,0.19291360051178846,0.12249946326380506,0.18734491696578584,0.11724961833584345,0.18822381444112252,0.1796831499090923,0.17430425176638198,0.1803776336746904,0.16469494299850648,0.1762369245139769,0.1688719283046832,0.1750354079225099,0.18945049943025305,0.17198371859061734,0.19108475505035155,0.17353113283182192,0.17780224161659924,0.13048630155301746,0.14177979004380237,0.17953735033526053,0.124017887845835,0.20197174726948994,0.18375007027893217,0.10827325167692106,0.1631148481678164,0.1681575152950934,0.19525331755543196,0.20749070627285424,0.18223570320875387,0.17350792421818242,0.14129546199350446,0.16832679888023716,0.18045813687047876,0.19877379304366566,0.1736377710366622,0.17184668394007593,0.18794147223886642,0.20972658460333193,0.18143131021569903,0.18073418263231622,0.1829874735709926,0.19058364495892116,0.16016308575746901,0.17748725506000132,0.13452705050510022,0.17872352507375328
3,tcga.3c.aalk,0.1904418270438988,0.1327448102579468,0.15939874630964046,0.1370981915250033,0.17686540164411063,0.1549661283012765,0.16558339537211758,0.18226273198025347,0.14536286194746853,0.18135580276047658,0.18417079612193463,0.16191490496028052,0.1532736811124125,0.17374930220874438,0.1844597901111657,0.18053267416072438,0.17295622988282927,0.1732029276196756,0.17305109554426612,0.18036039590434477,0.18062591889166632,0.17346845324933735,0.15159329953220624,0.14255104052634865,0.17382112624446966,0.18586421362572783,0.16458575075643658,0.13570269911451863,0.157820857671295,0.14336379267429727,0.1406391818156859,0.15774898371747184,0.18630985173792425,0.17866884721738657,0.16859533715255245,0.1353253916638398,0.14247297117703214,0.16374243943530936,0.16713548294635172,0.14436284701325525,0.14819798512472993,0.15775979010820007,0.16989097164235045,0.1769846409732779,0.17125424448790763,0.17983539109985755,0.17659438536496685,0.18891117005717606,0.17420985459027538,0.17129607176557907,0.17595425295225103,0.1920224951864922,0.18696573032498381,0.18692702601260436,0.16429967904982493,0.17455163085561876,0.18737306542459878,0.15821137951975112,0.18099865313187766,0.1723443953198762,0.18668077065730665,0.16637830095993775,0.19668209915625315,0.12153288532538786,0.1582380679797056,0.12241644403652509,0.17530986588064387,0.16390382454987237,0.1650423278093403,0.1482999547130698,0.16521780084911783,0.19657318235577853,0.15865481785286162,0.1664196226402785,0.14498361610789973,0.1713239097829987,0.13990489954942417,0.17358937897909243,0.14715705041160987,0.17392536322189045,0.15799433173118632,0.17327445925571822,0.14885411313619948,0.17818846834989485,0.12834314554892223,0.16708369536811063,0.15390285923053865,0.13476372703723793,0.16251820992738805,0.18883530495111361,0.17078999782019247,0.16131522701423462,0.15654519650738963,0.18243181662605126,0.1759860470866986,0.14476939704306235,0.16767418191711259,0.16637004640006536,0.19444916704440665,0.14042358262002114,0.11247530224041388,0.13346473526937358,0.16752607559229069,0.16678005690220762,0.18824456155143166,0.18375007027893217,0.15719404660336972,0.16278226495258158,0.16353455908244316,0.1743402476728731,0.1504663409314699,0.18438139631776435,0.15504254248258245,0.1853173457424283,0.1586011580953517,0.17446494568321264,0.179807265151997,0.1727032322203456,0.1622982487514691,0.17848842564557627,0.1708846557032698,0.18400478297864037,0.16490114735705907,0.1901457654826178,0.18773891524510153,0.1577883767164947,0.17860505545679511,0.14862711890064484,0.14608726326913507
4,tcga.4h.aaak,0.14543391221699442,0.13420822638518906,0.1589973152513086,0.12640540184777935,0.16432645593671738,0.16844672047647988,0.16408057993228115,0.1408223164999793,0.1416340363997582,0.15471477604333092,0.1342705095075297,0.1766145292012713,0.12473467844696429,0.16613300995094035,0.18516598261563003,0.17867680247409104,0.1639941478897118,0.12620352253069717,0.1330768609678922,0.12942349176660223,0.15750016084866578,0.1638893618942643,0.17447187781263865,0.16746055590719175,0.17220716468027497,0.12424581562282365,0.1374573618572056,0.16231795851633263,0.16237447068419028,0.15765072316976456,0.1238286659718171,0.15056196647558295,0.15526875029381718,0.15137443292870792,0.12694813154047027,0.13382285825958837,0.195416984315175,0.16836503666349134,0.16062509802860234,0.14436284701325525,0.13675230635224153,0.17339187112237203,0.15122821813889267,0.14275433403136892,0.15521016572800722,0.15934158809252383,0.16967975889151835,0.14028474184690454,0.16382492382209723,0.13374336588962565,0.11696907436135523,0.1869282248353092,0.13843819822971865,0.16922457201791713,0.1694761052269146,0.15962127192777864,0.17458909690920255,0.15600103336238413,0.1381759207912417,0.17894403862913819,0.13599660028683974,0.17060169163237104,0.13733858520768627,0.12153288532538786,0.17347421607619326,0.1552564979004058,0.165950684226017,0.1797124964682814,0.17584815953714686,0.18911461664842252,0.1731259606178548,0.12823843364748566,0.19820155947267215,0.1611503675036081,0.17696302218281001,0.1307871998087319,0.1409809714766273,0.14947238056661716,0.13021777776441743,0.14632352808626337,0.1652961600022751,0.17270909466966616,0.17878354467550425,0.17518622364741812,0.17811073377520187,0.16759534544517013,0.11883327152299178,0.15532437338084049,0.14063196426385138,0.16731175906280438,0.16950058935802156,0.16138680508320286,0.1300961813998477,0.16664107567329872,0.1385398150010323,0.14341465265358086,0.16010139708429014,0.12386392636864232,0.1321694085864514,0.10176792044207617,0.11900164236803426,0.14524980205821844,0.17405930633012537,0.15417027317890455,0.15962107029292266,0.16686363420848546,0.12724778514097979,0.15723094831357912,0.16680280603726005,0.12974241190643349,0.13658616375995447,0.17945682926856346,0.1814964837528275,0.1851138234456203,0.1636521191765247,0.17650989791374477,0.17644626419586815,0.16642144462173647,0.17044964927283623,0.18231608182566544,0.14045161874849543,0.1326497147475165,0.15556575728436695,0.18081950799370516,0.15799754984004383,0.14743188742559826,0.179578562528676,0.14023251099044914,0.14907567098653265
5,tcga.5l.aat0,0.17192102477040613,0.12996592299440818,0.14313869308331906,0.12380064691501247,0.1225865401724484,0.15473744448692914,0.1635787547612538,0.1610833457962261,0.14773259501755034,0.17495579450848178,0.17670152077732157,0.1788418222282276,0.13632138727707965,0.17421326454215963,0.1808958299029071,0.15642100019512256,0.1590430417820545,0.1480316948697192,0.17609386592809054,0.1374861632804452,0.16554065514250418,0.16949765862638044,0.1639983016855768,0.16212734002289558,0.15781720717938943,0.13390040625352387,0.13209086552868682,0.17025738897831597,0.14954566457228893,0.12988566758659909,0.12810567049843513,0.1579874485600608,0.17091111057779765,0.14603791473113367,0.11550151703754857,0.1264427543813377,0.17081453328556784,0.12325288877203658,0.15859793904082514,0.17282808853448228,0.144299098360618,0.16519694733555812,0.17322413941147885,0.153674002196387,0.1654442705948858,0.14499986428782263,0.14814590813853337,0.18820265158963934,0.14474754804829773,0.1726700965196447,0.15223133952679208,0.13628785768504495,0.13674070558371396,0.1765116085994019,0.16307835584132846,0.17012400099819638,0.19129678227267707,0.15072124410652826,0.16993760234565783,0.17515353441345985,0.14256473571431288,0.16501501216397838,0.13754412988474765,0.15397095872186947,0.13167365810924408,0.1670088382201438,0.16201966147208857,0.171117844151521,0.13420647365109548,0.12620908565438055,0.16817581711531418,0.1861436346069536,0.17685309665898447,0.1674342594179645,0.1321943089866303,0.15314803522809792,0.1561179715170702,0.17403854129377366,0.1543429259736735,0.16147917480255625,0.17184817161039073,0.16966397007621925,0.16550360855279622,0.14156061258024377,0.17484068419335733,0.17038715478635694,0.11916299680995258,0.13385986593861454,0.1471102836704796,0.17736314618928495,0.15709590375367344,0.1467710763499183,0.13670715615950535,0.16447232350735766,0.1859692334356416,0.13483295096474446,0.15877649173088396,0.12463747187040825,0.14195982913109373,0.16219025923364708,0.1422685211166192,0.1470238222359417,0.17336035983739692,0.1609200239119401,0.16835578570108353,0.16122508141266456,0.14111428026134706,0.1660963886509016,0.16762545382314287,0.1636180325754551,0.13786991681709376,0.15515612884988594,0.1582211531943861,0.18458423870456214,0.16168950600123036,0.136706037647875,0.14875377014180707,0.15831180273688372,0.1420162581097446,0.14189367238936848,0.14123543160024876,0.13250174280388335,0.14554687435346295,0.18522958859921568,0.15284014719350178,0.12241120023946911,0.16494674058112907,0.1552013420609901,0.1274753795009334
6,tcga.5l.aat1,0.1602183521223458,0.18628276896431667,0.14773941436756927,0.12722148745747264,0.16150836868915713,0.15257412150815647,0.16108298587605008,0.14714301950712422,0.158196080079039,0.1717676105114367,0.18135574306759775,0.1494426746556448,0.16318448469874028,0.1664974605115368,0.16465746419939473,0.11785969899298834,0.12829235003647455,0.16921659470081893,0.16750144389099514,0.18480695410145423,0.16371936915835103,0.17346845324933735,0.17447187781263865,0.14211223820809113,0.15590648192661985,0.16118209321254937,0.15749027722453426,0.1721313846263731,0.1472854780003211,0.13529847881758986,0.14666474838561658,0.14665456788307338,0.14807049717058773,0.12179393207664732,0.11641826222289478,0.13753651862302704,0.1632834097339288,0.15259910756439915,0.1652517191131324,0.14436284701325525,0.1392832249929285,0.13661690213100003,0.14167135837337122,0.1306030434815129,0.1703070734058026,0.1488025022772368,0.13071119531706732,0.1623236614325985,0.16186059406734618,0.1697571139290945,0.1617168777174831,0.149915850685699,0.19017189536245827,0.15210040712204753,0.15278920721985748,0.14011465669171058,0.14910207966666472,0.14040384087909427,0.18666217557592193,0.17501784553667213,0.16671371927319953,0.15686174850817783,0.18337733127639685,0.12153288532538786,0.16983353578769053,0.15137019367776344,0.15396350401502998,0.16605239277957626,0.17584815953714686,0.14512944964828017,0.14835180245152352,0.141982615394552,0.18615189045634073,0.16172435293304796,0.13851936560559772,0.1599464579096208,0.2053882447833645,0.1794869820351069,0.14131735759953712,0.16597708342258036,0.1507734345649546,0.16011687397802407,0.18020488474609195,0.1361181914001811,0.1427190237329181,0.1501337132284792,0.1703988536385063,0.17219162302055002,0.16840768578384988,0.18751972459519053,0.16256337087756212,0.15380599533202258,0.16609111528154616,0.18189834827349005,0.15038812838537335,0.17376801369761669,0.15905625028125486,0.15962960144435442,0.1804469972592118,0.17156114507963807,0.11900164236803426,0.18848190465424686,0.16398903840430415,0.2044585378680158,0.15962107029292266,0.17850720297121564,0.1418162478938566,0.1652321019181601,0.17015249502061053,0.15855797654010695,0.18780487173800445,0.14168945286185877,0.16199848973193445,0.184814413844993,0.15020468209602694,0.16578111913182386,0.16796207520959983,0.1616074684954669,0.14896146306013552,0.19465519466547404,0.14152595572544577,0.1746690142343421,0.16642993082178364,0.16439959071373472,0.18473516251015487,0.12381485814598861,0.18621645433951373,0.14785650460015978,0.1702177388561994
7,tcga.5t.a9qa,0.20323158204192038,0.19238099767983644,0.17644740147551757,0.18411443855088216,0.19767690565681917,0.196967547929829,0.18847847855283492,0.19928292025665578,0.13577793520172338,0.12623481367574757,0.18271982338552142,0.18637416875167132,0.19603687399182373,0.1948931663018725,0.18885649763767579,0.18605502334818358,0.18336846868209614,0.19307740342457635,0.19567240235536326,0.19134025456294215,0.1866608631825739,0.18008812921433495,0.18293595776143945,0.1835987171488141,0.18534745127743224,0.18023123278758119,0.18271823751386385,0.1857495197216513,0.1969310369646435,0.18307328590716057,0.19459548136333818,0.19096220814652343,0.19577928387126398,0.1998560368048459,0.19408761262197113,0.19882578969244832,0.18280860738927374,0.16708293436801644,0.15352915247759483,0.14436284701325525,0.20177608857206628,0.13661249789275193,0.19343242387737303,0.1980939554146513,0.16899127606833558,0.20789663520822269,0.19875822177423025,0.21859756946035158,0.18394368129989327,0.18584059181723442,0.19656241521219095,0.21859151858835457,0.1979392983543634,0.2015066209188959,0.18073158691504437,0.18298968394395,0.19976257449168594,0.21062616082447982,0.10913639668648453,0.18758512616934206,0.1658528225431545,0.18623464898590986,0.2119671600959961,0.19402923735675084,0.18431113466089363,0.1731707470856216,0.19327099418885296,0.18666045057489875,0.18294746822580218,0.12586992055350735,0.18595769620497493,0.16806158793610737,0.21451478345469688,0.18225586342353112,0.19720661306352594,0.19772936189169335,0.21683170185906417,0.1891596382477924,0.21342353488942872,0.18564060471018598,0.19454988410620339,0.19010451117379384,0.18422354289181284,0.20012779957046273,0.19167555818705168,0.19005849805710995,0.1573096484558363,0.13651996375647238,0.19782505303044462,0.20071126196014982,0.19848704483895868,0.18806683401316532,0.14425013289793387,0.17843172526094556,0.20326127933706575,0.20519739657860336,0.18228107067665783,0.20110519214051684,0.20471108742673494,0.1451489809937812,0.17042396018967532,0.13285718111720343,0.18809426690231482,0.1626994699860919,0.20236792759187447,0.18173817714559445,0.1803424479396193,0.17827739194538778,0.1156641708914204,0.20875002564711542,0.22182128343764554,0.18930731652608654,0.19357282734818712,0.1788831952056047,0.18595953317826056,0.1939906588668466,0.20879656222214854,0.19079081864103292,0.18488538227362314,0.20046042677029433,0.1489186974117873,0.20397702301894025,0.18709214774014235,0.19936761429967384,0.20527544510003368,0.18860186433257203,0.19090249283809096,0.19629466074485405,0.18781070311089443
8,tcga.a1.a0sb,0.1950619632794398,0.13719096362324876,0.11453226596246954,0.1937207316460087,0.13549064453331056,0.10337627514966569,0.1607880066850525,0.12363662694148253,0.21370830901267782,0.19147920838811724,0.18017643532289357,0.10451948690522812,0.11921185251400035,0.11655512782178092,0.16074826912666515,0.1519680222807933,0.17571852423885576,0.09990455916193378,0.11372422588397642,0.12706633501082248,0.1555694928126305,0.18814668045072092,0.09758785769675625,0.17419360754001156,0.12050313944721042,0.21002686349237554,0.0781239236231634,0.1825574578124064,0.12366304028984396,0.10812914141591173,0.1024316552847226,0.1947464950120434,0.17301205224687996,0.12877560561552392,0.11681798689135683,0.15304861442559584,0.18926792048223579,0.13198317130653103,0.15980294074904283,0.14436284701325525,0.21017426975944462,0.1373107485396595,0.10628487165140893,0.2019080358895909,0.17251504833635833,0.1254233615131753,0.12289877285551654,0.13954556688523181,0.17773782523344359,0.12335724933410602,0.13711113806933534,0.13522922723448094,0.11367889981774128,0.12142244502252447,0.07922332479904733,0.18584793424883977,0.11514442009175878,0.21319259199655324,0.1121219230247181,0.09473014323179713,0.1344537315602329,0.11723706653509672,0.13668115910438802,0.2005018275117747,0.18074721828636053,0.10415815399304906,0.11330560561956099,0.18535445741396694,0.10438860673648928,0.2004799139813058,0.19347920575474936,0.12479709122181486,0.1277197797081488,0.10747961082564664,0.18138999625857405,0.13040879409438383,0.17553457687851978,0.10723347417388027,0.12350977511029936,0.09812674928459025,0.09570459435625749,0.10723677034520923,0.12140679377940874,0.15832406435923482,0.19713245896597095,0.1546296708664409,0.11580918230387013,0.13286678289182308,0.12279821399376828,0.11735156423394988,0.11207124164535805,0.1540081270783,0.12695179662062336,0.17927741688042018,0.16926412990412962,0.12123788424456362,0.10172370721087849,0.16188152663783167,0.12284298994877516,0.18895195171802304,0.18837487944570416,0.12427466476294098,0.10494933231361947,0.12193193723166107,0.12667315360726566,0.09735212476788724,0.18243887178082085,0.09462726146479512,0.20335270145332224,0.12708018941607332,0.1356894916083309,0.19201398194893285,0.12402903586379482,0.10777224859007353,0.09323216588667291,0.11045502041196667,0.14253297822172678,0.19409183894076548,0.09461074072832122,0.1532217363771469,0.13771105741049156,0.13096801199141536,0.09415931996199632,0.11464619318322625,0.12300224274782712,0.1980071136006737,0.11158298661473516,0.19467852455027373,0.09674363774359629
9,tcga.a1.a0sf,0.14451605288208444,0.1380399106560543,0.1628323106047346,0.13397185050062596,0.1499793490713204,0.1372630554608253,0.1669389652515604,0.17983897687383765,0.15471553984622025,0.15515696032430093,0.1776089621811375,0.17776021342685172,0.13324405115884452,0.17387569342959128,0.15580909175110158,0.16551875644111116,0.14857827580101657,0.1692998342076765,0.1756124927844247,0.12840803856828437,0.16283100676750395,0.17470758919333013,0.1502969236961869,0.17086344447693586,0.16517454581158336,0.1974412125117346,0.17090303105693147,0.1575309434459303,0.15579564137610816,0.1450591128563435,0.1257707961260411,0.1713969715888166,0.14411751698075048,0.16836377026392466,0.15196089818117337,0.12617716970597453,0.18494383733623657,0.16657093215179936,0.13037482028458994,0.1713754374071937,0.13868652412610433,0.13330635944405195,0.16481509229993047,0.18154600558665196,0.17120825591003735,0.1372723271053995,0.125477590263037,0.13964221558406684,0.1770193417329016,0.1545534776134433,0.1610985939801165,0.1837746979499705,0.13520255948280682,0.17684177206931184,0.16478257136001484,0.14906579232397793,0.1333286559787453,0.1664585339837061,0.18076610800717594,0.16643236015731522,0.13567934765533682,0.1719161767044297,0.13735863548408306,0.1729174863976097,0.15324248219373415,0.17927875775459257,0.17311642861244111,0.17560760707354087,0.17572034222947402,0.14843406779567664,0.17110820756285763,0.12854656896460576,0.18761525982266108,0.17270425922604857,0.1360084609276997,0.17808722682366446,0.1596075579373008,0.1340476666359312,0.13708312299827957,0.1705397042786673,0.16947818091260616,0.17428216984946568,0.13831722957099507,0.13839382882809567,0.1383436584228258,0.161198247009756,0.1819219440487171,0.18034409278540905,0.12403870773255132,0.18072750213613492,0.12615976008689495,0.1625558657552232,0.17374534530643312,0.16856861101934073,0.13480657021208609,0.1530710738399959,0.16418192400608653,0.1422262297992082,0.1620249251648597,0.16816222008881943,0.13207999431629047,0.14218224459869408,0.1754147238753264,0.16206575699794698,0.14564044011977617,0.17772639737673337,0.17474471287423327,0.1619492875335998,0.14991706262107862,0.13239699599256344,0.13785262512119387,0.16096263363534988,0.11777089900794077,0.18544780894961338,0.16777974314774158,0.15611907231717942,0.13827289435056755,0.16685546692894115,0.16806536802383654,0.17420331245420026,0.13666859921159455,0.18123999229999155,0.15202728136990287,0.1509813615751444,0.13542374374778643,0.15677785430641192,0.16291875253326377,0.14007433645153966,0.17814680859880744
