,sample,cg00082912,cg00084338,cg00106345,cg00155310,cg00157199,cg00164949,cg00177787,cg00334063,cg00423153,cg00428457,cg00440032,cg00456343,cg00494919,cg00513941,cg00655552,cg00674365,cg00839579,cg00921266,cg00927554,cg01109574,cg01140660,cg01227537,cg01246520,cg01268824,cg01288184,cg01414268,cg01518607,cg01561304,cg01594538,cg01610165,cg01696784,cg01738022,cg01749491,cg01754525,cg01760475,cg01765077,cg01774894,cg01824466,cg01899542,cg01925738,cg01996567,cg02004851,cg02085507,cg02152985,cg02159489,cg02245004,cg02246055,cg02280532,cg02519751,cg02539153,cg02571816,cg02637318,cg02639181,cg02657401,cg02710296,cg02722596,cg02772121,cg02837536,cg02872767,cg02886375,cg03036557,cg03063639,cg03081173,cg03120555,cg03126579,cg03140412,cg03161803,cg03163459,cg03184290,cg03188948,cg03289872,cg03315407,cg03344031,cg03389653,cg03475293,cg03480346,cg03486986,cg03502002,cg03532926,cg03544320,cg03730533,cg03738384,cg03738707,cg03748376,cg03753331,cg03819134,cg03854238,cg03900143,cg03953626,cg04088969,cg04118610,cg04122815,cg04140663,cg04178787,cg04227961,cg04336379,cg04387835,cg04428071,cg04583813,cg04599026,cg04657146,cg04742780,cg04974062,cg05003554,cg05016408,cg05084668,cg05183931,cg05211768,cg05301470,cg05344495,cg05348366,cg05528899,cg05651243,cg05732750,cg05735180,cg05743713,cg05835105,cg05864326,cg05890377,cg05920961,cg05933904,cg05962092,cg06051311,cg06206801,cg06211550,cg06315390,cg06351537,cg06358671
0,tcga.3z.a93z,0.11614584901287436,0.11495611337150334,0.09431356204994942,0.1223057732803358,0.08011471382002058,0.09766782306479015,0.1381072118323196,0.12105642543578253,0.08965353592734798,0.10833795229687025,0.11555835969764454,0.14487950763791424,0.1507668694645436,0.11763192753325422,0.09515830345367132,0.103589601332328,0.11610936371748252,0.11144511069579505,0.1347226334978531,0.1411829349671723,0.1385518012698014,0.10301856592914116,0.14023266227758432,0.09917936088157889,0.10179931780412022,0.19727493140869223,0.10202022942426879,0.08789128402141524,0.09805517884627575,0.1574038867355817,0.14424812124772612,0.141730916033052,0.10425279342107416,0.11416843201333489,0.1442509707064968,0.09113220717698103,0.11742907541085798,0.1255934160042897,0.1442347802939133,0.14063784779370306,0.07905333293254155,0.09070359666021269,0.10736122250657139,0.09632034022386275,0.13818597546812522,0.10586076785829832,0.10402770541703593,0.10304260189773103,0.11335181099253444,0.14180389586786998,0.09008755127614745,0.10106016047884024,0.07872390424217784,0.09866850568194804,0.14362789550353447,0.1108710985189749,0.12393048845817414,0.15350451634643647,0.151740716962408,0.12700028282008824,0.10338724091918673,0.10654622815931954,0.09611821029088272,0.14156057340685077,0.09502513239820282,0.0993340906504594,0.14049702407208217,0.09001120601065374,0.10222105814691672,0.13721861436838187,0.12999463963562022,0.1242099888919876,0.11483930924603859,0.10929664944148443,0.11267678549990784,0.0919773344719034,0.11391544247180518,0.17696617409035076,0.09946413060898948,0.09992741536103839,0.10205327670463407,0.12316340357518919,0.11340296298699146,0.1123293708137925,0.10460039861727444,0.10362175376188418,0.1327240859417246,0.114163964540209,0.1035806712474379,0.11407229927876072,0.1085359700406469,0.11366678145569876,0.09970363793467732,0.1205651246860235,0.10239989566915458,0.1169439412314117,0.10480889629574777,0.10354914919535199,0.1430244548001015,0.12914436380858438,0.08803957427386395,0.09524689535300013,0.12079667851667207,0.09735160669432559,0.15538656622000502,0.08946311872401783,0.10104479502849106,0.11323956628814193,0.10421213992872003,0.14213196066681064,0.09551761168899471,0.0840520138216522,0.10891934468306043,0.0972734028722385,0.10798403700644217,0.11741720139022344,0.10528127734847498,0.10155550845162503,0.16141992368226252,0.1334084713568987,0.10416561050839797,0.1028335808181555,0.1169738822695762,0.1437246681273497,0.11194590598962742,0.11617627124555384,0.09641033849100736,0.10525911820403802
1,tcga.6d.aa2e,0.09493653625354975,0.15054278388110529,0.12863700963028382,0.13468838895380436,0.175150652435775,0.11548542896907867,0.1395888164614585,0.13208148618815052,0.10025534554852447,0.1686077074704122,0.1511620940967024,0.10180895657477068,0.14788639480777532,0.1356338770811212,0.1270686411223705,0.11023516390723373,0.1379435338356269,0.12896561334610648,0.1347226334978531,0.1516912146545524,0.12017755652293823,0.13102622215139395,0.14072877091946526,0.16767880500330717,0.14996265654029609,0.18506811936216344,0.10581550110238003,0.14596932342109586,0.12567516728749048,0.14122062097616897,0.1433077577640607,0.13574586226338184,0.11497917076777636,0.1685614435328196,0.13464483479768885,0.14944244280627508,0.15700957430856718,0.09111983005507758,0.14463526137137,0.08426335183935893,0.07949488523060849,0.09728946181104285,0.12247855124164297,0.1342154347862169,0.1369494517983258,0.1274439721373776,0.11089536481002224,0.10334790731302121,0.15266579519311108,0.1155506659755481,0.1409326581381621,0.15707961226177752,0.1326588756018945,0.10492576411955856,0.17039400081901857,0.10617171579359004,0.12322507882341681,0.1415603058276544,0.08498626273826343,0.12999388815185087,0.09090342112490873,0.10772870362021594,0.1355531640718363,0.13458806339426804,0.09827054858398135,0.15065725201025665,0.13064849281605934,0.16936380504624868,0.10679134786043877,0.13165600388616788,0.11424258785397597,0.12482612480061632,0.12999666708356358,0.0997377673160792,0.1301896952023561,0.16640738823021445,0.09849532771551621,0.1173163900574599,0.11496030329955348,0.13185099321004268,0.09720801995288414,0.11359803895346396,0.09070346960902906,0.09029451070884964,0.1080556265446298,0.1543934107616342,0.12666766490306944,0.11576908942080681,0.1267871080349753,0.10275522034781094,0.114360407932206,0.13847142650958544,0.09998016705984147,0.15896846498835496,0.1383664395632965,0.1127890053238947,0.15631608583741566,0.14517189247390638,0.14098486112389452,0.11019489589407953,0.08931615194647494,0.10651927852317983,0.11658009269466489,0.14423537587065222,0.10559370261002707,0.11069428841429454,0.10781730504666556,0.11955008429060623,0.1295461418980364,0.11592237006224253,0.16626708583638147,0.09784215756602489,0.09942757553173052,0.11490740441945475,0.12157650660368155,0.14453044545763782,0.12461870989204106,0.14209641649492355,0.15910205864562638,0.12620004782297725,0.10708373246724093,0.12577432611010125,0.12369143298133155,0.11636173285765217,0.09687874126824432,0.11617627124555384,0.10316967650376009,0.12053538429075747
2,tcga.a3.3358,0.09189731929821122,0.1058794229750535,0.10270353998192949,0.11811337224158322,0.08809950557147739,0.10679272234698735,0.13851522554671009,0.10741990065456512,0.11135057048930577,0.13647113319254958,0.0955859763382349,0.1521224569995048,0.08143767713906758,0.16111786083116444,0.11975761520399977,0.13636266209952155,0.12581414724806733,0.12185547656252095,0.10907093249586808,0.13413179992777577,0.12392469781050307,0.13037670453987552,0.14090882863753337,0.1297279895882192,0.10237687642836392,0.10393197010791935,0.12685367052475408,0.14822231768945449,0.13835847952563554,0.13475187548310652,0.14409628296189436,0.09517758098563628,0.10893746729560652,0.10017499504425528,0.1143748112794396,0.09061248052137116,0.14129139109864086,0.09011454227059557,0.08995238136572617,0.0985654275304198,0.10336811567914045,0.09656864614192046,0.13112219692672727,0.08963993027942592,0.06476663347458661,0.1345984067737808,0.09902269515689772,0.1596777880738925,0.07262093088367814,0.09837067151118867,0.14732015559186445,0.12960250518621316,0.13808345289517454,0.11955055551015352,0.16403737174307667,0.14912862189809728,0.09840642365340013,0.0658867290949268,0.14749703588580643,0.13684831933648386,0.11459616393234176,0.10733933682400264,0.08783581449910582,0.12350591601012303,0.1041639061988741,0.098935984759356,0.1258672344686767,0.1355397554869433,0.11173393380977069,0.14765094705464257,0.1491970227018322,0.10521308692000675,0.13008948583650418,0.1035821854044896,0.12263261084960654,0.13098870039968621,0.1631872787531294,0.11334447457818268,0.12897629614891318,0.11752041253816672,0.1260689393747397,0.09571570807040874,0.14743061302471955,0.11525934060022257,0.11091085399780401,0.09938926588118355,0.14431600917352289,0.11401181592738965,0.09325970716842089,0.10189282555040978,0.08329609976468487,0.08288158164240783,0.14790560732979866,0.10875386934404008,0.09045107058823071,0.10261063176850149,0.10227376140383616,0.11631587492533979,0.13921363324502828,0.08598396229692523,0.17536375824892697,0.10585946901310114,0.12257936896929286,0.1367240814645434,0.14666288548202075,0.1161242355436583,0.15533069703379426,0.12377195904171981,0.10312302990932395,0.13178163181649458,0.09167759888328249,0.14741891517506017,0.10781479951184504,0.11431646502626652,0.12058923032958503,0.12130252310142968,0.10714206013696859,0.08607751156280566,0.1209066683139182,0.11580403037626638,0.10699091600240522,0.14104454134508046,0.10135532823620022,0.1145920552436865,0.10129038753483544,0.13892331114364428,0.1202254218929443,0.13047554880901396
3,tcga.a3.3387,0.13142556351433107,0.10709528578030066,0.16159153033072407,0.1253009617848077,0.12117390820795901,0.14438413775395575,0.13982921122863745,0.14911821847334103,0.1339348591648669,0.15400368419842736,0.10520834764622332,0.08786974368537084,0.14851777880151226,0.14647002790163852,0.11621461317479134,0.15675138827702922,0.14343132477223913,0.15474515292845273,0.1366508268885172,0.15539195308075557,0.13455562117805173,0.14116795421587539,0.14305483100914132,0.15769495273441964,0.10344046655359902,0.15966602327983703,0.14790071675540833,0.13261871674798656,0.13453340197565286,0.13623413709308074,0.14044969822774564,0.1254491041375628,0.1098513960073062,0.13391650496230234,0.13309808942424112,0.09143244541855468,0.1212991870854393,0.09323047322394463,0.1302399687166709,0.15609889110781344,0.13030106384983636,0.14069201175899756,0.1267670706540996,0.11963990523400335,0.10936341515157934,0.10593135858262034,0.10141003648325256,0.16182224307515264,0.1567119836710627,0.15437941066070637,0.13912090146793715,0.14239759965101437,0.12156160881226825,0.1581860270758357,0.12424785133144627,0.15599191805584411,0.11636801903310591,0.13642879335258476,0.12193039622100774,0.1310368187776592,0.13832602790451812,0.15870052940096838,0.10066471402997419,0.12987618094531755,0.1327339335032448,0.11620568336064525,0.1294216971274879,0.13559369158116777,0.13856076270569692,0.11769990394512268,0.1522246962338569,0.1298644921309853,0.12229012600275262,0.1585094681743505,0.14742157907289674,0.15814069132943565,0.13028156932441595,0.13532004272711368,0.14186622688178954,0.1509324272883375,0.15669309876097925,0.11924235022686494,0.09810969652575416,0.14998982641675385,0.10810098077947405,0.09992678244847181,0.12912834743812204,0.1652179585100266,0.11459143629232175,0.1322386413077115,0.15230801347917444,0.1018210782555294,0.16345279223194897,0.14301551932319273,0.121710445822161,0.14995265368651325,0.11950184544036892,0.10799190213070237,0.13971915799530954,0.1430488860716355,0.11071280239197479,0.1090885619219054,0.1200876586591261,0.1421541153661372,0.1426666702060983,0.14084389765474567,0.14965929972427178,0.13762943442485628,0.10194951709602683,0.10328851059762004,0.09763831491576665,0.14901654458267333,0.13242961631497452,0.1451741788997187,0.12215897626418222,0.12127578978355928,0.13916784916480188,0.11259259111040978,0.16108851830396947,0.14150258870243904,0.1614097668574333,0.14318868883786318,0.11636614106530282,0.14368497383425555,0.13917443286386058,0.10652430174715577,0.13574792473976946,0.167706119131994
4,tcga.a3.a6ni,0.1359387981679761,0.1224440446235005,0.0953312942733211,0.12710993832747422,0.13209325386753396,0.11649750236366355,0.13908645054120586,0.10004625014938426,0.08964467282986813,0.15192802196135444,0.08077794772908722,0.08952117276303807,0.09099475184993873,0.11196093327852127,0.13948351702556114,0.10229431313675649,0.1313543667423991,0.10814115388322751,0.09994523292619054,0.13309805450217035,0.11841894967023806,0.09107874379654565,0.14884039230827878,0.10578722516142156,0.100485459296185,0.10290085349173095,0.09937100950099494,0.14397780811919025,0.15240769790877318,0.10843427571626765,0.10427076958883094,0.09517604574682913,0.10192205509644366,0.0911703409557629,0.12645306953596674,0.0897808771057938,0.1649836670888294,0.09669152060514186,0.13239602159374927,0.10140481715024005,0.11007842550787089,0.11408419879449322,0.1300790415462852,0.0914553491732947,0.0962855159143744,0.1290120648601429,0.1005413315073054,0.10469468181522182,0.07590228072988006,0.06441167796819103,0.09127220973148231,0.097023910926429,0.13641736379851888,0.09892730665510933,0.14657988863404167,0.15103880156412197,0.10463977120164017,0.14967887667531682,0.11205750290978769,0.1271539971044088,0.08665541129140879,0.1068157871920024,0.09392270649228235,0.1302382175964677,0.0980689978022718,0.11025831025082472,0.09688089269858022,0.08783466398384496,0.09964899490215257,0.06212834026401992,0.09666529772713342,0.11311489883842793,0.10098938677961802,0.09232432382285749,0.0845064680754291,0.09563013757954555,0.13093506401043778,0.10370980414787637,0.10322125250380793,0.09948286985265707,0.09444615631805986,0.11842835992983192,0.13787276920098368,0.12750871859146753,0.10595044929312099,0.09985379772562172,0.1067132900924486,0.1460524886692868,0.13454821297411934,0.10159948792476042,0.14711675251874476,0.08739552882800149,0.10062053195550397,0.10269553550975032,0.08554393936038274,0.09440997039969867,0.13005390236357264,0.09445882104405602,0.14008225629684554,0.09450073486772594,0.09008350355373679,0.10448516484646707,0.10624169782574533,0.12357070949226477,0.12715046417795658,0.12097034681760754,0.10758256132222122,0.1346021916645778,0.08359561787417444,0.09986443865690878,0.10706170756902193,0.14913634099572431,0.11179174922569582,0.10084999248003744,0.10489853296443608,0.1476599460923973,0.11790702239049247,0.0784328365324436,0.10714270197718416,0.14270447265949124,0.10411648808500062,0.09420091091582848,0.10071822707354681,0.16067295398265818,0.09502627246352091,0.1019906211301925,0.08952336146435896,0.10446683355915246
5,tcga.a3.a6nj,0.11133178735261978,0.101028848349295,0.12595767655283005,0.11825459834774205,0.17408908191369626,0.12244555883469603,0.13871951211954975,0.10389798142449333,0.09481281151234663,0.15036270740740706,0.11515905128641656,0.09553430402214097,0.0994023731510113,0.12486971936769621,0.09461425205123951,0.12435826380974842,0.10430741748328323,0.13742922782581143,0.10206140607259093,0.07906393240250467,0.11913717988753462,0.10796142971041954,0.13473021442851862,0.15494909101762938,0.10112773011819526,0.15315197139044967,0.10739409573046974,0.11241200039543248,0.09576518287269258,0.1108136400962344,0.14235436657653322,0.10455900220152382,0.10157220540381955,0.0866906449541043,0.07599383780948246,0.09272505142889861,0.12656575063305606,0.11525975097075218,0.12803467764277132,0.11213761992747734,0.14995937231270545,0.11021524081699709,0.11461035949292435,0.10454057330542724,0.13377295264479647,0.10632161498703765,0.10510604976002877,0.1076471270453208,0.07905003504581588,0.08075505339622562,0.10221542250495423,0.12875403898042262,0.14679991300680548,0.12495736641347191,0.1345299241185794,0.10497890157724195,0.11598977870366314,0.12838549244336428,0.11371508729047541,0.14616232944793597,0.10482128063729651,0.11043807450208029,0.1251218106354237,0.1322241093572378,0.12275707841581587,0.10424683012745328,0.09849345399240364,0.11426147394930453,0.11039004769906798,0.11480672031542394,0.12297956711107855,0.11093976493426341,0.12477075667889262,0.10225822855310265,0.14117930636455187,0.11063103000928264,0.1449218697171956,0.10636466820964476,0.11354768498879476,0.1001796712508298,0.12296481729164963,0.1285648252446071,0.10062943649201203,0.11032621401064696,0.10497768921051528,0.113669271168803,0.12328827193293003,0.11560550700145125,0.13674945443883801,0.12335339683578468,0.0742723836513772,0.10094241230676707,0.12043124313969666,0.13800007468543599,0.09461309588296503,0.11023788101887853,0.12574738683605668,0.12578337553421617,0.1376275364598465,0.09186662579053939,0.08959626692635095,0.09763021670858582,0.11806106103346532,0.12229879835107585,0.11781564115765215,0.09432489008954856,0.11953520978362185,0.1402626641170318,0.15839952719075362,0.08400438214849522,0.10693447636121549,0.14681462803857942,0.11231801759754133,0.10219106658141221,0.11922918652961564,0.12728685039833476,0.1378251275017006,0.10633056200018072,0.10901101472007953,0.11033786293325273,0.10648456095890597,0.10403637987855568,0.11002094383603536,0.11967493158832876,0.12195981101897814,0.13286135026308296,0.12837629982513812,0.10067185696699499
6,tcga.a3.a6nl,0.11692308570273746,0.12711012172951164,0.09587913880402381,0.08025797084509367,0.1548677535714199,0.1014360789091619,0.13960484680028012,0.10459685855940434,0.09111978138273025,0.11217198408005905,0.14208154841106038,0.0966450145611278,0.07659805000708855,0.11344853379937604,0.09372222987015538,0.10286006278302959,0.11017196432443374,0.11545336113617047,0.10277877762903923,0.14189259184688446,0.1703499443029624,0.10634980378271791,0.14543377097568377,0.1305747569990046,0.10126465179167256,0.16515312325214157,0.09986953988203238,0.1472903507342781,0.09123354605893913,0.09567156808545899,0.13864621420945097,0.13152699772442095,0.11077334618682377,0.10055366004424413,0.12537929166806974,0.12134364649267763,0.10425426095962718,0.10929076862500783,0.12803080976287023,0.12679803406992823,0.08040773795989306,0.09803714637866388,0.1481590333708881,0.10742128177507239,0.13260982939733051,0.10170246426584476,0.10133363403799284,0.10464691039176696,0.11938207265338532,0.09852666459392542,0.08980947261272505,0.09708964559553286,0.11078242329943144,0.1023763290051159,0.08876180198163189,0.08126357682517024,0.11052092109930806,0.133737292558946,0.08770564791181333,0.11863464092503176,0.10913798020178525,0.10666023582523045,0.13277961905147415,0.12565358158025924,0.10830998553256302,0.12933946756276138,0.0967124609857385,0.12863577686621913,0.11934250711570316,0.11180317051662254,0.11405908849933329,0.12699730257380243,0.10099052472422368,0.10097719181281596,0.13925419703415698,0.1333749842969274,0.09746095572712953,0.10449046724350537,0.10328900690737214,0.10032621582616383,0.14109927290854837,0.11892541209904474,0.1259044953516909,0.08919444142040117,0.10549530036936097,0.09833091759188617,0.13609724419266178,0.10091747880283937,0.1484611735229834,0.13400112809453715,0.07013083362705189,0.12991879118824567,0.11761188237021604,0.1268914953607757,0.09548855086265906,0.10454206990060583,0.09847236452594069,0.10978902646159108,0.13970544722521744,0.10520138636457599,0.08934833735444814,0.10136518161146835,0.11290075438772909,0.10336384053098618,0.0990130356807998,0.12110215745086088,0.13115578229392433,0.10258138098445041,0.08662092516707315,0.07761529940781392,0.10601116217770401,0.09352781246769457,0.11061501708167902,0.09827239735712714,0.10187471205395984,0.1142951441860568,0.10282809969511826,0.1493236131987276,0.13267655951161647,0.11867453032565925,0.10451889418022296,0.10278912802616924,0.11383074918363933,0.13895562033600672,0.10761982915625044,0.15238687117299718,0.09338022550492284,0.10740174860302848
7,tcga.a3.a6nn,0.11830665258817975,0.09961179926638135,0.12247676973459408,0.12823093813502243,0.09330333561768317,0.0998427535441548,0.13946423261154361,0.11391706743882951,0.11515712203833776,0.10040894890400989,0.09395070328026296,0.1065802681741082,0.14116719226075802,0.11835947233812892,0.0773584093792839,0.1054639692669042,0.14122301013003793,0.1388900328667202,0.12272556062892957,0.1401278955491268,0.12540260304287404,0.1007005767666994,0.1491750706505772,0.10987758307896843,0.10142138402269091,0.10316089336992343,0.10629032596139033,0.08978617935384274,0.10528145175429515,0.09778088154806663,0.12316022415696992,0.09504299397852678,0.10211649232935614,0.1576384658178363,0.1389173657279802,0.14903540415612887,0.08185849686292929,0.14082223306194344,0.11043351284845039,0.14272762293155533,0.12080638537932935,0.14974345897573624,0.12169750040113782,0.11598250723457168,0.12297623018884597,0.12623413452752283,0.10653586838728975,0.11531117662970021,0.1435779481166811,0.09476574810697835,0.10362981700351742,0.15908461529314705,0.1420838838723442,0.10329156951679609,0.12231371766573561,0.1245603037299898,0.10475217793798307,0.14254615780897217,0.11621366826780453,0.12773756245757503,0.13026936880465667,0.10892446312373359,0.09345981925199381,0.14637965925820468,0.11933548047662138,0.0927199242467246,0.09697377284529901,0.09224447211037615,0.1350643760396486,0.1493923880540923,0.10062607941963012,0.08951276468237118,0.10914562075388602,0.12368234502444109,0.10107909105298879,0.15530508843330915,0.13934594140575834,0.11132492538610429,0.12521472620092922,0.11305690295421196,0.10886340557001481,0.09612030351308558,0.15218943561964254,0.1156381582822172,0.11539358743275814,0.0985187231484345,0.13827870643932455,0.10816863185869321,0.15286506693686097,0.17238738592218894,0.08031715682030555,0.10332847721625564,0.101097408899492,0.12660572737654024,0.13709768516963414,0.11775062245449355,0.1387368237833823,0.10024071341472954,0.13707360740604854,0.0977606893647591,0.09069774350982764,0.09535301678162085,0.1222725437747231,0.08862189441761256,0.13108931322118358,0.08578896401703989,0.12943237433261937,0.12477273015481234,0.12460599157440515,0.0795588634503705,0.09244130276416723,0.11925991277083979,0.10202083956649463,0.1073996096315387,0.12056252356283413,0.09883220674332995,0.14817331695939476,0.14657644064728567,0.1450419636963014,0.1418605983375408,0.11076871474641532,0.11810300962705533,0.10776236840926583,0.1405533493317703,0.09830944414733805,0.15178960789232188,0.10718360942424264,0.11507973038942612
8,tcga.a3.a8cq,0.09556149148673343,0.15673425090633117,0.09475896527355239,0.09405257748968565,0.16112666877093917,0.132257062470313,0.1393337266649076,0.13701962158182682,0.08988177163867699,0.0857830674918609,0.09439903208037842,0.09253469456559928,0.1488735240495434,0.13442380036783316,0.11663205477538871,0.1031511367680829,0.1022474468926993,0.09208054146530188,0.1347226334978531,0.09885090702948032,0.091496537772884,0.16540831950979074,0.14464146945509743,0.1169749922018103,0.10186378137746296,0.11525097373938176,0.10062050539769873,0.1422674447682302,0.16123935719609972,0.11770269397665829,0.14417588888757493,0.15435553345194344,0.10737887736063559,0.16938413829068627,0.12587742888163067,0.09165718629539608,0.11742907541085798,0.15741260391447406,0.13919454490781982,0.15332413460346997,0.10326748314016729,0.13208610274297403,0.1445758348527747,0.1284815962991519,0.09126122854728475,0.14249543371898626,0.13474933718846455,0.11282989590590863,0.07721086387559921,0.14133675007027288,0.10475922545915427,0.09636816310406666,0.14907069884492027,0.09995672972657206,0.18041085286447062,0.12568894570469483,0.1107692595615946,0.14906928939822667,0.1021231626747004,0.11429456883588433,0.12213750748556104,0.10696042642290189,0.1466287134830514,0.11062264973069197,0.09989938447101482,0.14955877470135842,0.14049702407208217,0.1407482138542691,0.10416020601045892,0.07432578232765527,0.10647418966991773,0.147448749445282,0.1326565558557315,0.09468034740120564,0.08233489175359443,0.10385332531602773,0.08148341409944962,0.10378120972162189,0.09926209132034257,0.09859663370906821,0.0987668560374012,0.09105942746673833,0.12667003574980443,0.08921079032696877,0.10347519755884987,0.11434669554019918,0.14557311187095023,0.10187995169043247,0.16281542113836392,0.10378390199969306,0.07801995221805089,0.12747707546462692,0.09797074325812605,0.10681390758920836,0.09864918217658629,0.1169439412314117,0.09834905967155189,0.10508042131114768,0.14361282686990756,0.07929206166708885,0.09077693849565405,0.11267744781516374,0.10321562197119115,0.11021966466573173,0.09949308178393544,0.15284406553515914,0.1276931109896167,0.13124999135601834,0.08153286157191536,0.11347429384542823,0.1006575276762665,0.12029479767743406,0.12042705053060275,0.09759105472321988,0.11167354700000073,0.10991595396041137,0.10196094256173541,0.17109416108162068,0.09866329787852131,0.15746299697419863,0.10415277712136026,0.09452115732980415,0.11228171085138022,0.16436972552799786,0.09867061227420044,0.1559603188903544,0.13372821738782545,0.10422257575702204
9,tcga.a3.a8ou,0.14079394410913504,0.12406354600435648,0.12627709366386156,0.11182019211908115,0.14512989505295792,0.15171938034661564,0.13979441820915092,0.128717121563561,0.1169561275120985,0.1597868786257108,0.1012281273236725,0.14032293733142467,0.14679376434089902,0.17611483217643947,0.11665643555220488,0.14201550009599997,0.15861196674462535,0.14011019835003818,0.12061705565465239,0.14993592548768153,0.16483174169107412,0.14630398625392094,0.1282715434366632,0.11645849521397936,0.10126946900793901,0.10941208872072652,0.12400470200534938,0.15508429608482732,0.11405555070416097,0.1445318975080502,0.1452299031436375,0.13480642399171847,0.13226413024290973,0.15201967605734765,0.12933955220019042,0.09417603434917303,0.12174356418701758,0.09205815552251512,0.11070986120232115,0.13361830437565608,0.1280827828287649,0.15686576878705424,0.14314685212010517,0.13256886574038818,0.1361966203105984,0.14898959753126106,0.10167636598198476,0.12906348741203696,0.15942632095920484,0.10757301180542306,0.09790482528997865,0.11078664885463238,0.14528743196043986,0.10326069946564624,0.121485182015727,0.1428092704228875,0.11178409621581237,0.14902989288333346,0.15482867005638837,0.1386126987098206,0.145669942187516,0.11301917373976295,0.1450855399082835,0.13178347729523657,0.13345714790484223,0.12230918446137493,0.1513305513459286,0.09556768559415,0.11387677763305482,0.07791336150610143,0.15564298344900157,0.12207423999975824,0.14101088924894728,0.11415754723506776,0.1291975145335608,0.10021367529243894,0.11874685329239407,0.10418370849192755,0.11726426245355241,0.1074665683555465,0.10797997239921597,0.1099816157875921,0.11406654953261472,0.1407411422994159,0.10926825889476355,0.09921756862415651,0.14820379013143672,0.10197700244369114,0.12125062461788218,0.15483606888087315,0.12365988832210607,0.13085313880943863,0.11718413334766037,0.15444296574503277,0.16214487194772875,0.11864761846971605,0.14936807893723433,0.10391379781304277,0.14351645396546697,0.16901114646731996,0.09016694923540297,0.10800851332962123,0.14596452263945528,0.10955449212041714,0.117662766871906,0.10819582163180881,0.10393345486599335,0.15684125628127046,0.1548647792901598,0.11852837495140209,0.11860124792154014,0.09809237219909378,0.10568571366810517,0.15333661774649734,0.150001789108071,0.10612678675117831,0.16323287236609751,0.09529099001152887,0.11870354716250674,0.14692679220886576,0.11934733429208659,0.1323446349522948,0.10227824183449408,0.15389167862985745,0.10470887436218637,0.11364198946718321,0.1497670915466429,0.16191119688218392
10,tcga.a3.a8ov,0.14981051295654157,0.09711430928876578,0.1283522455671189,0.08859297290833143,0.1620528542607597,0.09907266531838321,0.13846131653345609,0.13567915099856465,0.09594746272501485,0.09502644249069826,0.14486605830424726,0.09367248320206545,0.09050097302141738,0.1026207438777884,0.1379625598017618,0.10326896150261627,0.18745971901288994,0.16912788075524185,0.11537635382524672,0.1529617775852776,0.07873178770146755,0.1513915831506978,0.14425504055203617,0.10217949726270667,0.10176599731722061,0.10201799393081358,0.11111057096344268,0.14347728186099903,0.09673665408007484,0.173240244924241,0.1450455654648734,0.11657062260659454,0.1164448395328942,0.15976358830658993,0.0857174733509076,0.12002932037450344,0.10982140890115873,0.16549272539177107,0.14942764537336123,0.10518853645373896,0.07617672055800026,0.1695926445804067,0.15448114432605398,0.09075199133032133,0.13831589147190654,0.09986189527631234,0.09967310588691342,0.10279718028598091,0.16205221565499395,0.14332782042632014,0.11244604218738442,0.14257631459010295,0.15288070913011004,0.10354893833838176,0.13251300068329086,0.11153197108256946,0.09683699117918942,0.15898307556078495,0.15171141189912613,0.10361263593416081,0.16886823818505287,0.10909102678871638,0.14525414242406826,0.15227685662662796,0.09405268573774775,0.09999196448116676,0.13717235453516036,0.1041409404730704,0.10821070549715214,0.12796678551343513,0.12427449594388029,0.1556454296030786,0.11098766343867603,0.14521952279499162,0.07090984871481974,0.08111135615330851,0.10864447701046602,0.10371747435990335,0.1213591860914926,0.10524493846500649,0.15522218944299654,0.07617721414704373,0.16957053671699626,0.1381816322472299,0.10558687236914643,0.13316537362933845,0.15988139560287948,0.11287642408205212,0.15590986673377655,0.11609178205192244,0.14390484804454343,0.12890377759588434,0.1508679193133233,0.101959732369189,0.09921003465313241,0.1629278396115988,0.09376201255080979,0.09314231811962924,0.1436302530682623,0.08403928854713004,0.14675555228375564,0.11543142487685419,0.1861241326913941,0.08605436949582496,0.10045602189636726,0.07529976576747388,0.10266579533503742,0.15245263897293398,0.12051563826054772,0.15048495795287717,0.09948831320169738,0.09599575966450251,0.10297424409908194,0.13287531648617795,0.15396398075051,0.1559839019193978,0.15714589325255238,0.1015751213698612,0.1143574122719563,0.156161920232912,0.1054873719441757,0.10508679592642098,0.09495151201992079,0.14029657352467814,0.09936045405850558,0.11617627124555384,0.09641033849100736,0.09771583655268257
